filter_i,filter_j,delta_mse,t_stat,p_value,significant
10,21,3.614534216467291e-05,1.8207235304363265,0.0343275608902759,False
10,22,2.904370148826274e-07,1.516452443607865,0.0647057886839109,False
10,23,5.42868701380872e-11,0.0727258183363867,0.4710123030747704,False
10,24,3.7347788861552544e-08,0.8446994663324993,0.1991414355060922,False
10,25,-2.7638700430543395e-06,-0.2951054527022309,0.6160426990729367,False
10,26,4.569711009594357e-08,0.729385429795411,0.2328847448873314,False
10,27,-2.7759861076503967e-09,-0.2770132891009304,0.6091144520534861,False
10,28,-1.3445855984173251e-08,-1.0453065699870645,0.852056714827597,False
10,29,1.5087333338215106e-07,0.4200133202189934,0.3372388022359193,False
10,30,7.378107966360403e-06,2.188444136914914,0.0143210361039838,False
10,31,-3.483702215589801e-08,-1.1904864294146489,0.8830694235237455,False
10,32,-1.0767462299554609e-07,-0.2998100791854625,0.6178383370062311,False
10,33,4.957528858540172e-07,1.322539569679118,0.0929974241502525,False
10,34,2.1895444035635594e-07,0.6421196720006626,0.2603992765083667,False
10,35,2.8106189347454347e-05,2.096434497253138,0.0180244450479979,False
11,11,5.575891918851994e-06,3.271349573396907,0.0005355552981583,False
